Job ID,Agency,Posting Type,Number Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
97899,DEPARTMENT OF BUSINESS SERV.,Internal,1,"EXECUTIVE DIRECTOR, BUSINESS DEVELOPMENT",ADMINISTRATIVE BUSINESS PROMOT,10009,M3,60740,162014,Annual,110 William St. N Y,Bus Development & Recruitment, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",1/26/2012 0:00,,1/26/2012 0:00,3/22/2016 0:00
102221,DEPT OF ENVIRONMENT PROTECTION,External,1,Project Specialist,ENVIRONMENTAL ENGINEERING INTE,20616,0,43349,52496,Annual,253 Broadway New York Ny,Envrnmntl Planng/Ofc of Brnf,35 hours per week/day, ,,New York City Residency is not required for this position,6/21/2012 0:00,,9/7/2012 0:00,3/22/2016 0:00
102221,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Project Specialist,ENVIRONMENTAL ENGINEERING INTE,20616,0,43349,52496,Annual,253 Broadway New York Ny,Envrnmntl Planng/Ofc of Brnf,35 hours per week/day, ,,New York City Residency is not required for this position,6/21/2012 0:00,,9/7/2012 0:00,3/22/2016 0:00
114352,DEPT OF ENVIRONMENT PROTECTION,Internal,5,Deputy Plant Chief,SENIOR STATIONARY ENGINEER (EL,91639,0,109850,109850,Annual,"Wards Island, N.Y.",Wards Island,40 per week / day,Various,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/12/2012 0:00,,12/13/2012 0:00,3/22/2016 0:00
117261,DEPT OF ENVIRONMENT PROTECTION,External,1,CIVIL ENGINEERING INTERN,CIVIL ENGINEERING INTERN,20202,0,43349,52496,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,35 hrs week/day shift,59-17 Junction Blvd Corona Ny,,New York City Residency is not required for this position,2/20/2013 0:00,,2/25/2013 0:00,3/22/2016 0:00
117261,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEERING INTERN,CIVIL ENGINEERING INTERN,20202,0,43349,52496,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,35 hrs week/day shift,59-17 Junction Blvd Corona Ny,,New York City Residency is not required for this position,2/20/2013 0:00,,2/25/2013 0:00,3/22/2016 0:00
120749,DEPT OF ENVIRONMENT PROTECTION,Internal,1,"Director, Strategic Sourcing",ADMINISTRATIVE PROJECT MANAGER,83008,M2,90000,120000,Annual,59-17 Junction Blvd Corona Ny,Executive Management,35 Hours per Week/Day,"59-17 Junction Blouvard, Flushing NY",,New York City Residency is not required for this position,5/24/2013 0:00,,5/24/2013 0:00,3/22/2016 0:00
151937,NYC HOUSING AUTHORITY,External,4,Assistant Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,62942,92249,Annual,CP Special Projects,Construction, , ,,NYCHA has no residency requirements.,8/16/2014 0:00,,9/30/2014 0:00,3/22/2016 0:00
152008,NYC HOUSING AUTHORITY,Internal,4,Planning and Program Scheduler,ASSOCIATE PROJECT MANAGER,22427,2,62942,92249,Annual,CP Admin-Dir Office,Capital Planning, , ,,NYCHA has no residency requirements.,1/29/2016 0:00,,1/29/2016 0:00,3/22/2016 0:00
152008,NYC HOUSING AUTHORITY,External,4,Planning and Program Scheduler,ASSOCIATE PROJECT MANAGER,22427,2,62942,92249,Annual,CP Admin-Dir Office,Capital Planning, , ,,NYCHA has no residency requirements.,1/29/2016 0:00,,1/29/2016 0:00,3/22/2016 0:00
152538,DEPT OF ENVIRONMENT PROTECTION,External,1,"Deputy Commissioner, Engineering Design & Construction",DEPUTY COMMISSIONER (DEP),95275,M7,89988,203566,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/20/2014 0:00,,6/20/2014 0:00,3/22/2016 0:00
152538,DEPT OF ENVIRONMENT PROTECTION,Internal,1,"Deputy Commissioner, Engineering Design & Construction",DEPUTY COMMISSIONER (DEP),95275,M7,89988,203566,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/20/2014 0:00,,6/20/2014 0:00,3/22/2016 0:00
120749,DEPT OF ENVIRONMENT PROTECTION,External,1,"Director, Strategic Sourcing",ADMINISTRATIVE PROJECT MANAGER,83008,M2,90000,120000,Annual,59-17 Junction Blvd Corona Ny,Executive Management,35 Hours per Week/Day,"59-17 Junction Blouvard, Flushing NY",,New York City Residency is not required for this position,5/24/2013 0:00,,5/24/2013 0:00,3/22/2016 0:00
121583,LAW DEPARTMENT,External,1,COLLEGE AIDE,COLLEGE AIDE (ALL CITY DEPTS),10209,2,14,17,Hourly,"100 Church St., N.Y.",M.I.S. (PART-TIME),17 hours / week  when school is in session  35 hours / week during vacation periods,"Information Technology Division  100 Church Sreet  New York, NY  10007",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/25/2013 0:00,,9/25/2013 0:00,3/22/2016 0:00
121583,LAW DEPARTMENT,Internal,1,COLLEGE AIDE,COLLEGE AIDE (ALL CITY DEPTS),10209,2,14,17,Hourly,"100 Church St., N.Y.",M.I.S. (PART-TIME),17 hours / week  when school is in session  35 hours / week during vacation periods,"Information Technology Division  100 Church Sreet  New York, NY  10007",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/25/2013 0:00,,9/25/2013 0:00,3/22/2016 0:00
124564,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Project Manager,CITY RESEARCH SCIENTIST,21744,2,63662,79899,Annual,59-17 Junction Blvd Corona Ny,Landfill Remediation,35 Hours per week/Day,59-17 Junction Blvd Corona Ny,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",7/31/2013 0:00,,7/31/2013 0:00,3/22/2016 0:00
124564,DEPT OF ENVIRONMENT PROTECTION,External,1,Project Manager,CITY RESEARCH SCIENTIST,21744,2,63662,79899,Annual,59-17 Junction Blvd Corona Ny,Landfill Remediation,35 Hours per week/Day,59-17 Junction Blvd Corona Ny,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",7/31/2013 0:00,,7/31/2013 0:00,3/22/2016 0:00
152669,DEPT OF ENVIRONMENT PROTECTION,External,1,Marine Electronics Technician,MARINE ELECTRONICS TECHNICIAN,6753,0,73034,107985,Annual,"Wards Island, N.Y.",Marine Section,40 hours per week / day,"Wards Island, N.Y.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/23/2014 0:00,,6/26/2014 0:00,3/22/2016 0:00
152669,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Marine Electronics Technician,MARINE ELECTRONICS TECHNICIAN,6753,0,73034,107985,Annual,"Wards Island, N.Y.",Marine Section,40 hours per week / day,"Wards Island, N.Y.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/23/2014 0:00,,6/26/2014 0:00,3/22/2016 0:00
152673,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Borough Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,"250 Broadway, N.Y.",Sandy Program Management, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/23/2014 0:00,,7/15/2014 0:00,3/22/2016 0:00
124839,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Port Marine Engineer (Vessels),PORT MARINE ENGINEER,6772,0,69417,97893,Annual,"Wards Island, N.Y.",Marine Section,35 hours per week / day,"Wards Island, N.Y.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",8/2/2013 0:00,,8/9/2013 0:00,3/22/2016 0:00
124839,DEPT OF ENVIRONMENT PROTECTION,External,1,Port Marine Engineer (Vessels),PORT MARINE ENGINEER,6772,0,69417,97893,Annual,"Wards Island, N.Y.",Marine Section,35 hours per week / day,"Wards Island, N.Y.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",8/2/2013 0:00,,8/9/2013 0:00,3/22/2016 0:00
128877,DEPT OF ENVIRONMENT PROTECTION,External,1,Seasonal City Park Worker,CITY PARK WORKER,90641,0,29271,45465,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,40 hours per week/Day,59-17 Junction Blvd Corona Ny,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/6/2013 0:00,,12/11/2013 0:00,3/22/2016 0:00
128877,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Seasonal City Park Worker,CITY PARK WORKER,90641,0,29271,45465,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,40 hours per week/Day,59-17 Junction Blvd Corona Ny,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/6/2013 0:00,,12/11/2013 0:00,3/22/2016 0:00
131277,NYC HOUSING AUTHORITY,External,5,Borough Safety Specialist,INDUSTRIAL HYGIENIST,31305,2,47251,63506,Annual,Office of Security,Office of Safety and Security, , ,,NYCHA has no residency requirements.,10/22/2013 0:00,,5/8/2014 0:00,3/22/2016 0:00
131277,NYC HOUSING AUTHORITY,Internal,5,Borough Safety Specialist,INDUSTRIAL HYGIENIST,31305,2,47251,63506,Annual,Office of Security,Office of Safety and Security, , ,,NYCHA has no residency requirements.,10/22/2013 0:00,,5/8/2014 0:00,3/22/2016 0:00
132292,NYC HOUSING AUTHORITY,Internal,52,Maintenance Worker - Technical Services-Heating Unit,MAINTENANCE WORKER,90698,0,51908,54580,Annual,Heating Mgt-Operations,Technical Service Department, , ,,NYCHA has no residency requirements.,10/24/2013 0:00,,12/12/2013 0:00,3/22/2016 0:00
152673,DEPT OF ENVIRONMENT PROTECTION,External,1,Borough Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,"250 Broadway, N.Y.",Sandy Program Management, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/23/2014 0:00,,7/15/2014 0:00,3/22/2016 0:00
152679,DEPT OF ENVIRONMENT PROTECTION,Internal,11,Deputy Chief,SENIOR STATIONARY ENGINEER (EL,91639,0,109850,109850,Annual,96-05 Horace Harding Expway,Administration,40 hours per week / day,Various,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",6/23/2014 0:00,,6/25/2014 0:00,3/22/2016 0:00
